head	O	art	eve	geo	gpe	nat	org	per	tim
SAN	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
SARS	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000227401932916	0.000091499679751	0.000090033312326	0.000097465886940
SEIN	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
SPLA	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
SUU	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Saadoun	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Saakashvili	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Sabbath	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Saboor	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Sabrina	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Saddam	0.000015388640106	0.000112956060093	0.000113019891501	0.000533333333333	0.000099700897308	0.000113700966458	0.000182999359502	0.001170433060232	0.000097465886940
Sadr	0.000015388640106	0.000112956060093	0.000113019891501	0.000355555555556	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Saeb	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Saed	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Saengprathum	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sahafi	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Salafist	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Salazar	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sales	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Salman	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Saltillo	0.000015388640106	0.000225912120185	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Salvador	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000180066624651	0.000097465886940
Salvadorans	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000199401794616	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Salvatrucha	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sam	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
San	0.000015388640106	0.000112956060093	0.000113019891501	0.000355555555556	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Sandstorms	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sanha	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000180066624651	0.000097465886940
Sans	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Santa	0.000015388640106	0.000112956060093	0.000113019891501	0.000266666666667	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Santos	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sarah	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Sarkozy	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sarta	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sassou-Nguesso	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Saturday	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.008479532163743
Saturn	0.000015388640106	0.000112956060093	0.000113019891501	0.000266666666667	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Saud	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Saudi	0.000061554560423	0.000112956060093	0.000113019891501	0.000444444444444	0.000099700897308	0.000113700966458	0.000457498398756	0.000090033312326	0.000097465886940
Save	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Sawyer	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Scheduled	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Scheffer	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Schiavone	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
School	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Schroeder	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000630233186279	0.000097465886940
Schwab	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Schwarzenegger	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000274499039253	0.000090033312326	0.000097465886940
Science	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Scientists	0.000061554560423	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Scores	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Scotland	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Scott	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Sea	0.000030777280212	0.000112956060093	0.000113019891501	0.000355555555556	0.000099700897308	0.000113700966458	0.000457498398756	0.000090033312326	0.000097465886940
Sean	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Seats	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sebastien	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Secretary	0.000138497760953	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.001080399747907	0.000097465886940
Secretary-General	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000640497758258	0.000090033312326	0.000097465886940
Secrets	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Security	0.000123109120847	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.002378991673529	0.000270099936977	0.000097465886940
Sedin	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Segolene	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Self-government	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Self-sufficient	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sen	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Senate	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.001006496477262	0.000090033312326	0.000097465886940
Senator	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000900333123256	0.000097465886940
Senators	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Senegal	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000199401794616	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Seoul	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Separate	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Separately	0.000138497760953	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Seppi	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
September	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.001754385964912
Serb	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000598205383848	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Serb-held	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Serbia	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Serbian	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000299102691924	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Serbs	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000299102691924	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sergeant	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Sergei	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000630233186279	0.000097465886940
Service	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Services	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Settled	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sevan	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000450166561628	0.000097465886940
Sevastopol	0.000015388640106	0.000112956060093	0.000113019891501	0.000355555555556	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Seven	0.000061554560423	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Several	0.000184663681270	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Severe	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000227401932916	0.000091499679751	0.000090033312326	0.000097465886940
Sex	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Seymour	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Seyoum	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sgorbati	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sh'ite	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shaanxi	0.000015388640106	0.000112956060093	0.000113019891501	0.000266666666667	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Shabelle	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000274499039253	0.000090033312326	0.000097465886940
Shahab-3	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shaharyar	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Shahdi	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shaikan	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shandong	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shane	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Shanghai	0.000015388640106	0.000112956060093	0.000113019891501	0.000355555555556	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shaowu	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sharm	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sharma	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Sharon	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000540199873953	0.000097465886940
Shaukat	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
She	0.000215440961482	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shebaa	0.000015388640106	0.000112956060093	0.000113019891501	0.000266666666667	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sheehan	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Shell	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000274499039253	0.000090033312326	0.000097465886940
Shengyou	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shepherd	0.000061554560423	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shi'ite	0.000353938722435	0.000112956060093	0.000113019891501	0.000266666666667	0.000099700897308	0.000113700966458	0.001280995516516	0.000090033312326	0.000097465886940
Shi'ites	0.000076943200529	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shiloh	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shinawatra	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Shinzo	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Shirin	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Shorish	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shortly	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Show	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Shurpayev	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000180066624651	0.000097465886940
Shwe	0.000092331840635	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Si	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Siad	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Siberia	0.000015388640106	0.000112956060093	0.000113019891501	0.000266666666667	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sichuan	0.000030777280212	0.000112956060093	0.000113019891501	0.000266666666667	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sierra	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000199401794616	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Silva	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000630233186279	0.000097465886940
Silverstone	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Silvio	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Similarly	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Simmonds	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Simon	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Simone	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Simonyi	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000360133249302	0.000097465886940
Simple	0.000015388640106	0.000225912120185	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sinai	0.000015388640106	0.000112956060093	0.000113019891501	0.000266666666667	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Since	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Singapore	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000457498398756	0.000090033312326	0.000097465886940
Singh	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Sinhalese	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sint	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Sir	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sirnak	0.000015388640106	0.000112956060093	0.000113019891501	0.000266666666667	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sisco	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sister	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sitaula	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sitnikov	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sivaram	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000360133249302	0.000097465886940
Six	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Sixto	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000360133249302	0.000097465886940
Skynyrd	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Slam	0.000015388640106	0.000112956060093	0.000339059674503	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Slovakia	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Small	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Smaller	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Smith	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
So	0.000046165920318	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Soccer	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Social	0.000030777280212	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000640497758258	0.000090033312326	0.000097465886940
Socialist	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Socialists	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Society	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Soh	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Sol	0.000015388640106	0.000112956060093	0.000113019891501	0.000177777777778	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Solberg	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000270099936977	0.000097465886940
Solidaria	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Solidarity	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
Solomon	0.000015388640106	0.000112956060093	0.000113019891501	0.000533333333333	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Somali	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.001096709870389	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Somali-born	0.000030777280212	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Somalia	0.000015388640106	0.000112956060093	0.000113019891501	0.001866666666667	0.000498504486540	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Somalians	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000180066624651	0.000097465886940
Some	0.000215440961482	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000091499679751	0.000090033312326	0.000097465886940
Soufriere	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000182999359502	0.000090033312326	0.000097465886940
South	0.000076943200529	0.000112956060093	0.000113019891501	0.002488888888889	0.000199401794616	0.000113700966458	0.000548998078507	0.000090033312326	0.000097465886940
Southern	0.000015388640106	0.000112956060093	0.000113019891501	0.000088888888889	0.000099700897308	0.000113700966458	0.000274499039253	0.000090033312326	0.000097465886940
